operacao,p,q,custo_i,total_acessos,custo_medio
876,0,876,3,2628,3.0
877,0,877,3,2631,3.0
878,0,878,3,2634,3.0
879,0,879,3,2637,3.0
880,0,880,3,2640,3.0
881,0,881,3,2643,3.0
882,0,882,3,2646,3.0
883,0,883,3,2649,3.0
884,0,884,3,2652,3.0
885,0,885,3,2655,3.0
886,0,886,3,2658,3.0
887,0,887,3,2661,3.0
888,0,888,3,2664,3.0
889,0,889,3,2667,3.0
890,0,890,3,2670,3.0
891,0,891,3,2673,3.0
892,0,892,3,2676,3.0
893,0,893,3,2679,3.0
894,0,894,3,2682,3.0
895,0,895,3,2685,3.0
896,0,896,3,2688,3.0
897,0,897,3,2691,3.0
898,0,898,3,2694,3.0
899,0,899,3,2697,3.0
900,0,900,3,2700,3.0
901,0,901,3,2703,3.0
902,0,902,3,2706,3.0
903,0,903,3,2709,3.0
904,0,904,3,2712,3.0
905,0,905,3,2715,3.0
906,0,906,3,2718,3.0
907,0,907,3,2721,3.0
908,0,908,3,2724,3.0
909,0,909,3,2727,3.0
910,0,910,3,2730,3.0
911,0,911,3,2733,3.0
912,0,912,3,2736,3.0
913,0,913,3,2739,3.0
914,0,914,3,2742,3.0
915,0,915,3,2745,3.0
916,0,916,3,2748,3.0
917,0,917,3,2751,3.0
918,0,918,3,2754,3.0
919,0,919,3,2757,3.0
920,0,920,3,2760,3.0
921,0,921,3,2763,3.0
922,0,922,3,2766,3.0
923,0,923,3,2769,3.0
924,0,924,3,2772,3.0
925,0,925,3,2775,3.0
926,0,926,3,2778,3.0
927,0,927,3,2781,3.0
928,0,928,3,2784,3.0
929,0,929,3,2787,3.0
930,0,930,3,2790,3.0
931,0,931,3,2793,3.0
932,0,932,3,2796,3.0
933,0,933,3,2799,3.0
934,0,934,3,2802,3.0
935,0,935,3,2805,3.0
936,0,936,3,2808,3.0
937,0,937,3,2811,3.0
938,0,938,3,2814,3.0
939,0,939,3,2817,3.0
940,0,940,3,2820,3.0
941,0,941,3,2823,3.0
942,0,942,3,2826,3.0
943,0,943,3,2829,3.0
944,0,944,3,2832,3.0
945,0,945,3,2835,3.0
